NOMBRE_FACULTAD;NOMBRE_PROGRAMA;JORNADA;MODALIDAD;NOMBRE_SEDE;TIPO_IDEN_EST;LUG_EXPEDICION;LUGAR_NACIMIENTO;FECHA_NACIMIENTO;SEXO;ESTRATO;NOMBRE_ESTADO
ESTUDIOS A DISTANCIA;ADMINISTRACION DE SERVICIOS DE SALUD;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;TUNJA;TUNJA;03/03/1984 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION DE SERVICIOS DE SALUD;OTRA;VIRTUAL;TAURAMENA;C;TUNJA;TUNJA;02/28/1993 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION DE SERVICIOS DE SALUD;OTRA;VIRTUAL;CHIQUINQUIRA;C;TUNJA;TUNJA;03/15/1991 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION DE SERVICIOS DE SALUD;OTRA;VIRTUAL;CERES SUTATENZA;C;VALLE DE SAN JOSÉ;VALLE DE SAN JOSÉ;10/03/1991 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION DE SERVICIOS DE SALUD;OTRA;VIRTUAL;TAURAMENA;C;VILLA DE LEYVA;SOGAMOSO;09/11/1976 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SOGAMOSO;C;BARBOSA;BOLÍVAR;03/31/1993 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SOGAMOSO;C;BERBEO;MIRAFLORES;01/11/1994 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;GARAGOA DUITAMA RIONEGRO;C;BOGOTÁ D.C.;BOGOTÁ D.C.;04/03/1993 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;YOPAL;C;BOGOTÁ D.C.;VENTAQUEMADA;04/17/1984 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES SUTATENZA;C;CHIQUINQUIRÁ;CHIQUINQUIRÁ;06/02/1986 12:00:00 AM;M;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;TAURAMENA;C;CÓMBITA;MIRAFLORES;03/25/1998 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;TUNJA;C;COVARACHÍA;TUNJA;05/27/1997 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;EL ESPINO;EL ESPINO;12/08/1989 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;GAMBITA;GAMBITA;02/27/1999 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;GIRÓN;GIRÓN;10/15/1986 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;TAURAMENA;C;GUATEQUE;GUATEQUE;11/09/1998 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;YOPAL;C;MONIQUIRÁ;MONIQUIRÁ;07/06/1990 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;PAIPA;PAIPA;05/27/1984 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;MONTERREY;C;RAMIRIQUÍ;RAMIRIQUÍ;08/15/1998 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;YOPAL;T;RAMIRIQUÍ;RAMIRIQUÍ;01/30/2002 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES MIRAFLORES;C;RAMIRIQUÍ;RAMIRIQUÍ;08/19/1999 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CHIQUINQUIRA;C;RAMIRIQUÍ;TUNJA;08/25/2000 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;AGUAZUL;C;SAN GIL;BUCARAMANGA;04/07/1993 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;TUNJA;C;SAN GIL;SAN GIL;12/29/1971 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES MIRAFLORES;C;SARAVENA;SARAVENA;09/03/1988 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;GARAGOA DUITAMA RIONEGRO;C;SASAIMA;SASAIMA;05/12/2000 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;SOGAMOSO;SOGAMOSO;03/28/2000 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CHIQUINQUIRA;C;TOCA;TOCA;08/06/1996 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;TOCA;TOCA;01/27/1990 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;MONTERREY;C;TOCA;TOCA;02/10/1994 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CHIQUINQUIRA;T;TUNJA;TUNJA;11/22/2000 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES MIRAFLORES;C;TUNJA;VENTAQUEMADA;05/07/1996 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;GARAGOA DUITAMA RIONEGRO;C;TUNJA;TUNJA;02/14/1998 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;TUNJA;C;TUNJA;TUNJA;09/03/1996 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES MIRAFLORES;C;TUNJA;TUNJA;07/19/1996 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;TUNJA;TUNJA;11/25/1995 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES MIRAFLORES;C;TUNJA;TUNJA;04/28/1995 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SOGAMOSO;C;TUNJA;TUNJA;10/12/1993 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;TUNJA;TUNJA;05/08/1994 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES SUTATENZA;C;TUNJA;TUNJA;02/14/1995 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CHIQUINQUIRA;C;TUNJA;TUNJA;07/05/1993 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SOGAMOSO;C;TUNJA;TUNJA;09/17/1991 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;YOPAL;C;TUNJA;TUNJA;09/24/1990 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;YOPAL;C;TUNJA;TUNJA;02/07/1990 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES SUTATENZA;C;TUNJA;CUCAITA;07/23/1988 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;TAURAMENA;C;TUNJA;MONIQUIRÁ;04/07/1991 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;TUNJA;C;TUNJA;MONIQUIRÁ;03/19/1994 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SOGAMOSO;C;TUNJA;PAIPA;06/26/1992 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CHIQUINQUIRA;C;TUNJA;TOCA;05/18/1982 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;YOPAL;C;TUNJA;TUNJA;05/09/1970 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES SUTATENZA;C;TUNJA;TUNJA;11/20/1979 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;TUNJA;TUNJA;04/19/1980 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;TUNJA;TUNJA;08/13/1981 12:00:00 AM;M;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SOGAMOSO;C;TUNJA;TUNJA;10/04/1986 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES SUTATENZA;C;TUNJA;TUNJA;02/27/1987 12:00:00 AM;M;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;TUNJA;TUNJA;06/22/1987 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;MONTERREY;C;TURMEQUÉ;TURMEQUÉ;05/01/1995 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;TUTA;TUTA;06/16/1976 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;COGUA;C;YOPAL;YOPAL;04/29/1995 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CERES MIRAFLORES;C;YOPAL;YOPAL;06/05/1995 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;VIRTUAL;CHIQUINQUIRA;C;ZIPAQUIRÁ;ZIPAQUIRÁ;07/24/1976 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SOGAMOSO;C;CHÍA;CHÍA;09/01/1983 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CERES MIRAFLORES;C;CHÍA;MIRAFLORES;11/26/1995 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CHIQUINQUIRA;C;GÜEPSA;BOGOTA D.E;08/16/1976 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;MONTERREY;C;NUEVO COLÓN;TUNJA;11/30/1985 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;GARAGOA DUITAMA RIONEGRO;C;RIONEGRO;RIONEGRO;07/02/1985 12:00:00 AM;M;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;SOATÁ;SOATÁ;04/22/1994 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SOGAMOSO;C;TUNJA;COROZAL;06/04/1987 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CERES MIRAFLORES;C;TUNJA;LA UVITA;06/12/1996 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;COGUA;C;TUNJA;BOGOTÁ D.C.;10/29/1992 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;COGUA;C;TUNJA;TUNJA;07/29/1967 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;TUNJA;C;TUNJA;TUNJA;02/07/1993 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;TUNJA;C;TURMEQUÉ;TURMEQUÉ;07/03/1987 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;GARAGOA DUITAMA RIONEGRO;C;VILLA DE LEYVA;VILLA DE LEYVA;04/16/1999 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;AGUAZUL;C;BOGOTÁ D.C.;BARBOSA;08/05/1995 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;BOGOTÁ D.C.;BERBEO;01/10/1994 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;BOGOTÁ D.C.;RAMIRIQUÍ;06/19/1983 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;MONTERREY;C;CHISCAS;CHISCAS;11/12/1973 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CERES SUTATENZA;C;DUITAMA;DUITAMA;05/21/1996 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;AGUAZUL;C;FIRAVITOBA;FIRAVITOBA;01/24/1985 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;TAURAMENA;C;MONIQUIRÁ;MONIQUIRÁ;04/05/1989 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;YOPAL;C;NUEVO COLÓN;NUEVO COLÓN;06/14/1995 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;COGUA;C;PAIPA;PAIPA;01/11/1993 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;MONTERREY;C;RAMIRIQUÍ;RAMIRIQUÍ;09/14/1979 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;MONTERREY;C;RIONEGRO;ZIPAQUIRÁ;07/31/1984 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;TAURAMENA;C;SÁCHICA;SÁCHICA;09/08/1989 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;SANTA ROSA DE VITERBO;SANTA ROSA DE VITERBO;05/09/1989 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CERES SUTATENZA;C;SUSA;SUSA;10/25/1988 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CERES MIRAFLORES;C;TIBANÁ;TIBANÁ;06/12/1994 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CERES MIRAFLORES;C;TOCA;TOCA;11/03/1992 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;GARAGOA DUITAMA RIONEGRO;C;TUNJA;TUNJA;01/07/1989 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;YOPAL;C;TUNJA;TUNJA;03/13/1989 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;TUNJA;TUNJA;07/11/1989 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;AGUAZUL;C;TUNJA;TUNJA;05/27/1992 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;RONDON;C;TUNJA;TUNJA;01/19/1995 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;COGUA;C;TUNJA;SOATÁ;02/12/1996 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;SANTA FE DE BOGOTA;C;TUNJA;TUNJA;12/28/1995 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;YOPAL;C;TUNJA;CHIQUINQUIRÁ;11/03/1973 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;TAURAMENA;C;TUNJA;BOGOTÁ D.C.;09/28/1981 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;TUNJA;C;TUNJA;FIRAVITOBA;05/23/1983 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;CERES SUTATENZA;C;VILLA DE LEYVA;VILLA DE LEYVA;09/14/1981 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;VIRTUAL;TAURAMENA;C;VILLAPINZÓN;CHOCONTÁ;02/22/1999 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;VIRTUAL;YOPAL;C;AQUITANIA;AQUITANIA;01/01/1996 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;VIRTUAL;CERES SUTATENZA;C;BETÉITIVA;DUITAMA;09/24/1999 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;VIRTUAL;RONDON;C;PESCA;PESCA;09/13/1996 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;VIRTUAL;CHIQUINQUIRA;C;SOGAMOSO;SOGAMOSO;06/11/1990 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;VIRTUAL;MONTERREY;C;SOGAMOSO;SOGAMOSO;08/04/1991 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;VIRTUAL;MONTERREY;C;SOGAMOSO;SOGAMOSO;11/19/1991 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;VIRTUAL;AGUAZUL;C;SOGAMOSO;SOGAMOSO;12/25/1992 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
